posted,,05/24/2021,,FOOD CITY #656           CROSSVILLE   TN,Other Expenses,-7.68
posted,,05/24/2021,,FOOD CITY #656           CROSSVILLE   TN,Other Expenses,-7.13
posted,,05/24/2021,,ROCKY TOP 10 CINEMA      CROSSVILLE   TN,Entertainment,-7
posted,,05/24/2021,,FOOD CITY #656           CROSSVILLE   TN,Other Expenses,-5.76
posted,,05/24/2021,,FOOD CITY #656           CROSSVILLE   TN,Other Expenses,-4.12
posted,,05/21/2021,,PAYPAL           INST XFER  ***********OMPA,Online Services,-81.09
posted,,05/21/2021,,USAA FUNDS TRANSFER DB,Transfers,-203.81
posted,,05/21/2021,,WAL-MART #0687           CROSSVILLE   TN,General Merchandise,-11.18
posted,,05/21/2021,,OTT* DISCGOLFPROTOUR     STRIPE.COM   VT,Transfers,-10.94
posted,,05/21/2021,,FOOD CITY #656           CROSSVILLE   TN,Other Expenses,-4.24
posted,,05/20/2021,,0160TRANSFER TO LOANS            21001000000,Loans,-510.98
posted,,05/20/2021,,Crossville Garden Center CROSSVILLE   TN,Home Improvement,-33.51
posted,,05/20/2021,,STARBUCKS 800-782-7282   800-782-7282 WA,Other Expenses,-25
posted,,05/20/2021,,THE COUNTRY CUPBOARD     CROSSVILLE   TN,Groceries,-14.88
posted,,05/20/2021,,KFORCE  INC &amp; SU DIRDEPOSIT ***********0871,Paychecks/Salary,--2028.6
posted,,05/19/2021,,CRACKER BARREL # 23 EXECUCROSSVILLE   TN,Restaurants/Dining,-18.92
posted,,05/18/2021,,USAA P&amp;C         AUTOPAY    ***********6580,Insurance,-137.02
posted,,05/18/2021,,PAYPAL           INST XFER  ***********NSAM,Online Services,-9.77
posted,,05/18/2021,,AMZN Mktp US*2L5TI5IS0   AMZN.COM BILLWA,General Merchandise,-25.22
posted,,05/17/2021,,PAYPAL           INST XFER  ***********VERI,Online Services,-151.73
posted,,05/17/2021,,TARGET DEBIT CRD ACH TRAN   ***********1370,Other Expenses,-55.97
posted,,05/17/2021,,USAA LOAN PAYMENT,Loans,-2300
posted,,05/17/2021,,ANTHROPOLOGIE #1 5406 KinKNOXVILLE    TN,Clothing/Shoes,-97.89
posted,,05/17/2021,,KROGER #5 265 HIGHLAND   CROSSVILLE   TN,Other Expenses,-83.12
posted,,05/17/2021,,COSTCO GAS #1116         FARRAGUT     TN,Gasoline/Fuel,-42.57
posted,,05/17/2021,,COSTCO WHSE #1116        FARRAGUT     TN,General Merchandise,-34.73
posted,,05/17/2021,,STARBUCKS 800-782-7282   800-782-7282 WA,Other Expenses,-30
posted,,05/17/2021,,PANERA BREAD #203830 P   KNOXVILLE    TN,Restaurants/Dining,-29.42
posted,,05/17/2021,,LANCER @ KNOXVILLE ZOO   KNOXVILLE    TN,Gifts,-26.18
posted,,05/17/2021,,PUBLIX #1634             COOKEVILLE   TN,Groceries,-25.97
posted,,05/17/2021,,KROGER #5 265 HIGHLAND   CROSSVILLE   TN,Other Expenses,-15.98
posted,,05/17/2021,,KROGER #5 265 HIGHLAND   CROSSVILLE   TN,Other Expenses,-15.7
posted,,05/17/2021,,STARBUCKS 800-782-7282   800-782-7282 WA,Other Expenses,-15
posted,,05/17/2021,,POET S COFFEE            COOKEVILLE   TN,Restaurants/Dining,-13.52
posted,,05/17/2021,,RALPH'S DONUT LLC-       COOKEVILLE   TN,Groceries,-12.5
posted,,05/17/2021,,MARSHALLS #0247 9329 KINGKNOXVILLE    TN,Clothing/Shoes,-10.8
posted,,05/17/2021,,MOE'S  SOUTHWEST GRILL   MARIETTA     GA,Restaurants/Dining,-10.28
posted,,05/17/2021,,STARBUCKS CARD EGIFT     877-850-1977 ME,Restaurants/Dining,-10
posted,,05/17/2021,,USA*FANTASY PHOTO BOOTH KSALEM        NH,Clothing/Shoes,-7
posted,,05/17/2021,,FOOD CITY #656           CROSSVILLE   TN,Other Expenses,-5.64
posted,,05/17/2021,,EINSTEIN BROS. BAGELS    865-6756667  TN,Restaurants/Dining,-5.45
posted,,05/17/2021,,WEIGELS 56 Q88510N CAMPELKNOXVILLE    TN,Groceries,-1.43
posted,,05/17/2021,,DEPOSIT@MOBILE,Deposits,--100

