posted,,04/05/2021,,SONIC DRIVE IN #1807     CROSSVILLE   TN,Other Expenses,-4.44
posted,,04/05/2021,,FOOD CITY #656           CROSSVILLE   TN,Other Expenses,-4.12
posted,,04/05/2021,,SQ *AC2 BAKERY LLC       LIVINGSTON   TN,Other Income,--20
posted,,04/02/2021,,PAYPAL           INST XFER  ***********VERI,Transfers,-608
posted,,04/02/2021,,PAYPAL           INST XFER  ***********VERI,Transfers,-30
posted,,04/02/2021,,VENMO            PAYMENT    ***********7606,Transfers,-18.07
posted,,04/02/2021,,KROGER #5 265 HIGHLAND   CROSSVILLE   TN,Other Expenses,-39.19
posted,,04/02/2021,,KROGER FUEL #959 265 HIGHCROSSVILLE   TN,Gasoline/Fuel,-37.8
posted,,04/02/2021,,Zips Wash Club           855-9477927  OK,Automotive Expenses,-24.95
posted,,04/02/2021,,STARBUCKS 800-782-7282   800-782-7282 WA,Other Expenses,-10
posted,,04/01/2021,,KROGER #5 265 HIGHLAND   CROSSVILLE   TN,Other Expenses,-41.61
posted,,04/01/2021,,STARBUCKS 800-782-7282   800-782-7282 WA,Other Expenses,-15
posted,,04/01/2021,,CKO*Patreon* Membership  833-9728766  CA,Entertainment,-10.2
posted,,04/01/2021,,KFORCE  INC &amp; SU DIRDEPOSIT ***********0871,Paychecks/Salary,--2120.06

